file_name,volume_rate
br03_084.json,0.660147
br03_085.json,0.808773
br03_086.json,0.77874
br03_087.json,0.854287
br03_088.json,0.662717
br03_089.json,0.688608
br03_090.json,0.770644
br03_091.json,0.856256
br03_092.json,0.794673
br03_093.json,0.673103
br03_094.json,0.805205
br03_095.json,0.794528
br03_096.json,0.81661
br03_097.json,0.80504
br03_098.json,0.738395
br03_099.json,0.832765
br03_100.json,0.830132
br04_001.json,0.659914
br04_002.json,0.775393
br04_003.json,0.79947
br04_004.json,0.7328
br04_005.json,0.817262
br04_006.json,0.812417
br04_007.json,0.791773
br04_008.json,0.755543
br04_009.json,0.693101
br04_010.json,0.844787
br04_011.json,0.771646
br04_012.json,0.803285
br04_013.json,0.795448
br04_014.json,0.815237
br04_015.json,0.799541
br04_016.json,0.786616
br04_017.json,0.818942
br04_018.json,0.590992
br04_019.json,0.77711
br04_020.json,0.751241
br04_021.json,0.724037
br04_022.json,0.831048
br04_023.json,0.78444
br04_024.json,0.772706
br04_025.json,0.618322
br04_026.json,0.674057
br04_027.json,0.776157
br04_028.json,0.831149
br04_029.json,0.786257
br04_030.json,0.811793
br04_031.json,0.695695
br04_032.json,0.749609
br04_033.json,0.826511
br04_034.json,0.782917
br04_035.json,0.792732
br04_036.json,0.784092
br04_037.json,0.849771
br04_038.json,0.702106
br04_039.json,0.853976
br04_040.json,0.718385
br04_041.json,0.844043
br04_042.json,0.800755
br04_043.json,0.853779
br04_044.json,0.739681
br04_045.json,0.727916
br04_046.json,0.793306
br04_047.json,0.727199
br04_048.json,0.800589
br04_049.json,0.709802
br04_050.json,0.817642
br04_051.json,0.752108
br04_052.json,0.797585
br04_053.json,0.774786
br04_054.json,0.814113
br04_055.json,0.691246
br04_056.json,0.811298
br04_057.json,0.768789
br04_058.json,0.833876
br04_059.json,0.772779
br04_060.json,0.747151
br04_061.json,0.795539
br04_062.json,0.833322
br04_063.json,0.792323
br04_064.json,0.769691
br04_065.json,0.824342
br04_066.json,0.854488
br04_067.json,0.761601
br04_068.json,0.78218
br04_069.json,0.803319
br04_070.json,0.759647
br04_071.json,0.729378
br04_072.json,0.850579
br04_073.json,0.74716
br04_074.json,0.694478
br04_075.json,0.813818
br04_076.json,0.813253
br04_077.json,0.789711
br04_078.json,0.738608
br04_079.json,0.789546
br04_080.json,0.68899
br04_081.json,0.782474
br04_082.json,0.792136
br04_083.json,0.77124
br04_084.json,0.768281
br04_085.json,0.852528
br04_086.json,0.79532
br04_087.json,0.833205
br04_088.json,0.685308
br04_089.json,0.692613
br04_090.json,0.791284
br04_091.json,0.848475
br04_092.json,0.74677
br04_093.json,0.683647
br04_094.json,0.809555
br04_095.json,0.75161
br04_096.json,0.857579
br04_097.json,0.805163
br04_098.json,0.795234
br04_099.json,0.836428
br04_100.json,0.85611
br05_001.json,0.708203
br05_002.json,0.818078
br05_003.json,0.727356
br05_004.json,0.788978
br05_005.json,0.84749
br05_006.json,0.821018
br05_007.json,0.786309
br05_008.json,0.717391
br05_009.json,0.766895
br05_010.json,0.800092
br05_011.json,0.786293
br05_012.json,0.765819
br05_013.json,0.85812
br05_014.json,0.826806
br05_015.json,0.789883
br05_016.json,0.785179
br05_017.json,0.848001
br05_018.json,0.73308
br05_019.json,0.812885
br05_020.json,0.772433
br05_021.json,0.837498
br05_022.json,0.798511
br05_023.json,0.78796
br05_024.json,0.776223
br05_025.json,0.733662
br05_026.json,0.728987
br05_027.json,0.809306
br05_028.json,0.750213
br05_029.json,0.769465
br05_030.json,0.778561
br05_031.json,0.714899
br05_032.json,0.766346
br05_033.json,0.792117
br05_034.json,0.801006
br05_035.json,0.824059
br05_036.json,0.810919
br05_037.json,0.807226
br05_038.json,0.73722
br05_039.json,0.765244
br05_040.json,0.754321
br05_041.json,0.786854
br05_042.json,0.760449
br05_043.json,0.796314
br05_044.json,0.620949
br05_045.json,0.773152
br05_046.json,0.815019
br05_047.json,0.714158
br05_048.json,0.802859
br05_049.json,0.78559
br05_050.json,0.749901
br05_051.json,0.823357
br05_052.json,0.743467
br05_053.json,0.819268
br05_054.json,0.762819
br05_055.json,0.765404
br05_056.json,0.821099
br05_057.json,0.804127
br05_058.json,0.808676
br05_059.json,0.826938
br05_060.json,0.771949
br05_061.json,0.828985
br05_062.json,0.814948
br05_063.json,0.790058
br05_064.json,0.784325
br05_065.json,0.798868
br05_066.json,0.833176
br05_067.json,0.732154
br05_068.json,0.767497
br05_069.json,0.790232
br05_070.json,0.753457
br05_071.json,0.758511
br05_072.json,0.831623
br05_073.json,0.810202
br05_074.json,0.744392
br05_075.json,0.723016
br05_076.json,0.818078
br05_077.json,0.737324
br05_078.json,0.750792
br05_079.json,0.809854
br05_080.json,0.69347
br05_081.json,0.790295
br05_082.json,0.789551
br05_083.json,0.778065
br05_084.json,0.764744
br05_085.json,0.783707
br05_086.json,0.801216
br05_087.json,0.829301
br05_088.json,0.731381
br05_089.json,0.693824
br05_090.json,0.764461
br05_091.json,0.829248
br05_092.json,0.814669
br05_093.json,0.763426
br05_094.json,0.79577
br05_095.json,0.763981
br05_096.json,0.79903
br05_097.json,0.804834
br05_098.json,0.766322
br05_099.json,0.810773
br05_100.json,0.828506
br06_001.json,0.745075
br06_002.json,0.819228
br06_003.json,0.70023
br06_004.json,0.767435
br06_005.json,0.778895
br06_006.json,0.722354
br06_007.json,0.776012
br06_008.json,0.759719
br06_009.json,0.73261
br06_010.json,0.797312
br06_011.json,0.817038
br06_012.json,0.798355
br06_013.json,0.744924
br06_014.json,0.789859
br06_015.json,0.781566
br06_016.json,0.797972
br06_017.json,0.779722
br06_018.json,0.701949
br06_019.json,0.806611
br06_020.json,0.786906
br06_021.json,0.77936
br06_022.json,0.816813
br06_023.json,0.783795
br06_024.json,0.791128
br06_025.json,0.684011
br06_026.json,0.760168
br06_027.json,0.784357
br06_028.json,0.784709
br06_029.json,0.771644
br06_030.json,0.792839
br06_031.json,0.722785
br06_032.json,0.796524
br06_033.json,0.78264
br06_034.json,0.75069
br06_035.json,0.764406
br06_036.json,0.797838
br06_037.json,0.8059
br06_038.json,0.816058
br06_039.json,0.721156
br06_040.json,0.800116
br06_041.json,0.737606
br06_042.json,0.749881
br06_043.json,0.816296
br06_044.json,0.761288
br06_045.json,0.760947
br06_046.json,0.835024
br06_047.json,0.74264
br06_048.json,0.814561
br06_049.json,0.744288
br06_050.json,0.827619
br06_051.json,0.763732
br06_052.json,0.756448
br06_053.json,0.773381
br06_054.json,0.744636
br06_055.json,0.746418
br06_056.json,0.818926
br06_057.json,0.828615
br06_058.json,0.81928
br06_059.json,0.829624
br06_060.json,0.655989
br06_061.json,0.783472
br06_062.json,0.751322
br06_063.json,0.77809
br06_064.json,0.774149
br06_065.json,0.767987
br06_066.json,0.803883
br06_067.json,0.824465
br06_068.json,0.729193
br06_069.json,0.783586
br06_070.json,0.707493
br06_071.json,0.737004
br06_072.json,0.797798
br06_073.json,0.804913
br06_074.json,0.735449
br06_075.json,0.769184
br06_076.json,0.776489
br06_077.json,0.709795
br06_078.json,0.768275
br06_079.json,0.725093
br06_080.json,0.672962
br06_081.json,0.747194
br06_082.json,0.753084
br06_083.json,0.798123
br06_084.json,0.779974
br06_085.json,0.787595
br06_086.json,0.785995
br06_087.json,0.808911
br06_088.json,0.766656
br06_089.json,0.670681
br06_090.json,0.734469
br06_091.json,0.809227
br06_092.json,0.812196
br06_093.json,0.735618
br06_094.json,0.81768
br06_095.json,0.759394
br06_096.json,0.811929
br06_097.json,0.777142
br06_098.json,0.741104
br06_099.json,0.766492
br06_100.json,0.836007
br07_001.json,0.754715
br07_002.json,0.795631
br07_003.json,0.742613
br07_004.json,0.802303
br07_005.json,0.762754
br07_006.json,0.758174
br07_007.json,0.777714
br07_008.json,0.766024
br07_009.json,0.701568
br07_010.json,0.772609
br07_011.json,0.797085
br07_012.json,0.76372
br07_013.json,0.778326
br07_014.json,0.83099
br07_015.json,0.779971
br07_016.json,0.771074
br07_017.json,0.763353
br07_018.json,0.766571
br07_019.json,0.793018
br07_020.json,0.736162
br07_021.json,0.755763
br07_022.json,0.782834
br07_023.json,0.774461
br07_024.json,0.816051
br07_025.json,0.697028
br07_026.json,0.690509
br07_027.json,0.796128
br07_028.json,0.790133
br07_029.json,0.810665
br07_030.json,0.762506
br07_031.json,0.669158
br07_032.json,0.80828
br07_033.json,0.788699
br07_034.json,0.737444
br07_035.json,0.769364
br07_036.json,0.770303
br07_037.json,0.773248
br07_038.json,0.814516
br07_039.json,0.785936
br07_040.json,0.804119
br07_041.json,0.767827
br07_042.json,0.766947
br07_043.json,0.839094
br07_044.json,0.774987
br07_045.json,0.755992
br07_046.json,0.785979
br07_047.json,0.804668
br07_048.json,0.782588
br07_049.json,0.814189
br07_050.json,0.794352
br07_051.json,0.774828
br07_052.json,0.738928
br07_053.json,0.797062
br07_054.json,0.7794
br07_055.json,0.738423
br07_056.json,0.741332
br07_057.json,0.799801
br07_058.json,0.820175
br07_059.json,0.746068
br07_060.json,0.742854
br07_061.json,0.813111
br07_062.json,0.75903
br07_063.json,0.758933
br07_064.json,0.812831
br07_065.json,0.825525
br07_066.json,0.780657
br07_067.json,0.75078
br07_068.json,0.707281
br07_069.json,0.804365
br07_070.json,0.729099
br07_071.json,0.796545
br07_072.json,0.764569
br07_073.json,0.718301
br07_074.json,0.746457
br07_075.json,0.802908
br07_076.json,0.818811
br07_077.json,0.746368
br07_078.json,0.7568
br07_079.json,0.715459
br07_080.json,0.747579
br07_081.json,0.735245
br07_082.json,0.806781
br07_083.json,0.765062
br07_084.json,0.791433
br07_085.json,0.82588
br07_086.json,0.789863
br07_087.json,0.764804
br07_088.json,0.753993
br07_089.json,0.780637
br07_090.json,0.776445
br07_091.json,0.795606
br07_092.json,0.795483
br07_093.json,0.762875
br07_094.json,0.797077
br07_095.json,0.742624
br07_096.json,0.798436
br07_097.json,0.75251
br07_098.json,0.763766
br07_099.json,0.825458
br07_100.json,0.777681
br08_001.json,0.744616
br08_002.json,0.805497
br08_003.json,0.708346
br08_004.json,0.789874
br08_005.json,0.73829
br08_006.json,0.71548
br08_007.json,0.703803
br08_008.json,0.752074
br08_009.json,0.71618
br08_010.json,0.822044
br08_011.json,0.818403
br08_012.json,0.800164
br08_013.json,0.765754
br08_014.json,0.801343
br08_015.json,0.762401
br08_016.json,0.81142
br08_017.json,0.784522
br08_018.json,0.774181
br08_019.json,0.765046
br08_020.json,0.748755
br08_021.json,0.760143
br08_022.json,0.793521
br08_023.json,0.795064
br08_024.json,0.738102
br08_025.json,0.749342
br08_026.json,0.714683
br08_027.json,0.80549
br08_028.json,0.753159
br08_029.json,0.776072
br08_030.json,0.792256
br08_031.json,0.733991
br08_032.json,0.670952
br08_033.json,0.733202
br08_034.json,0.747652
br08_035.json,0.772697
br08_036.json,0.766836
br08_037.json,0.764029
br08_038.json,0.795202
br08_039.json,0.75879
br08_040.json,0.73006
br08_041.json,0.792793
br08_042.json,0.742032
br08_043.json,0.769947
br08_044.json,0.737008
br08_045.json,0.746451
br08_046.json,0.760272
br08_047.json,0.783743
br08_048.json,0.759218
br08_049.json,0.784529
br08_050.json,0.799366
br08_051.json,0.765568
br08_052.json,0.71518
br08_053.json,0.797842
br08_054.json,0.762073
br08_055.json,0.761353
br08_056.json,0.771526
br08_057.json,0.786967
br08_058.json,0.819323
br08_059.json,0.746458
br08_060.json,0.749534
br08_061.json,0.79116
br08_062.json,0.733161
br08_063.json,0.778038
br08_064.json,0.794067
br08_065.json,0.775802
br08_066.json,0.79325
br08_067.json,0.763526
br08_068.json,0.75727
br08_069.json,0.781123
br08_070.json,0.712114
br08_071.json,0.791929
br08_072.json,0.753285
br08_073.json,0.761063
br08_074.json,0.755894
br08_075.json,0.802077
br08_076.json,0.782228
br08_077.json,0.773068
br08_078.json,0.734288
br08_079.json,0.762287
br08_080.json,0.772495
br08_081.json,0.774083
br08_082.json,0.725615
br08_083.json,0.786607
br08_084.json,0.745237
br08_085.json,0.75525
br08_086.json,0.760353
br08_087.json,0.757218
br08_088.json,0.758915
br08_089.json,0.765081
br08_090.json,0.757623
br08_091.json,0.732116
br08_092.json,0.764291
br08_093.json,0.72445
br08_094.json,0.749407
br08_095.json,0.762946
br08_096.json,0.78975
br08_097.json,0.809428
br08_098.json,0.771346
br08_099.json,0.795385
br08_100.json,0.75644
br09_001.json,0.76768
br09_002.json,0.728709
br09_003.json,0.723811
br09_004.json,0.692333
br09_005.json,0.754724
br09_006.json,0.753927
br09_007.json,0.756559
br09_008.json,0.67626
br09_009.json,0.745539
br09_010.json,0.766397
br09_011.json,0.761999
br09_012.json,0.756925
br09_013.json,0.764353
br09_014.json,0.762172
br09_015.json,0.772753
br09_016.json,0.776853
br09_017.json,0.741402
br09_018.json,0.783175
br09_019.json,0.761745
br09_020.json,0.755219
br09_021.json,0.732126
br09_022.json,0.747619
br09_023.json,0.784521
br09_024.json,0.692811
br09_025.json,0.734615
br09_026.json,0.699667
br09_027.json,0.75047
br09_028.json,0.756153
br09_029.json,0.731458
br09_030.json,0.780542
br09_031.json,0.768013
br09_032.json,0.747456
br09_033.json,0.783493
br09_034.json,0.759604
br09_035.json,0.72805
br09_036.json,0.703462
br09_037.json,0.768403
br09_038.json,0.771551
br09_039.json,0.729595
br09_040.json,0.763872
br09_041.json,0.767235
br09_042.json,0.780415
br09_043.json,0.758639
br09_044.json,0.740438
br09_045.json,0.74107
br09_046.json,0.705913
br09_047.json,0.724291
br09_048.json,0.753505
br09_049.json,0.771434
br09_050.json,0.786697
br09_051.json,0.755826
br09_052.json,0.750111
br09_053.json,0.774427
br09_054.json,0.704651
br09_055.json,0.745579
br09_056.json,0.769727
br09_057.json,0.759044
br09_058.json,0.764113
br09_059.json,0.746174
br09_060.json,0.747956
br09_061.json,0.73535
br09_062.json,0.699724
br09_063.json,0.775372
br09_064.json,0.776949
br09_065.json,0.748418
br09_066.json,0.7351
br09_067.json,0.702911
br09_068.json,0.679536
br09_069.json,0.750019
br09_070.json,0.709722
br09_071.json,0.784706
br09_072.json,0.773984
br09_073.json,0.780209
br09_074.json,0.750504
br09_075.json,0.754092
br09_076.json,0.782349
br09_077.json,0.769065
br09_078.json,0.741335
br09_079.json,0.775963
br09_080.json,0.75635
br09_081.json,0.709075
br09_082.json,0.723632
br09_083.json,0.757333
br09_084.json,0.68708
br09_085.json,0.755581
br09_086.json,0.737379
br09_087.json,0.822132
br09_088.json,0.718941
br09_089.json,0.776269
br09_090.json,0.762807
br09_091.json,0.748164
br09_092.json,0.749342
br09_093.json,0.810145
br09_094.json,0.755496
br09_095.json,0.785726
br09_096.json,0.721806
br09_097.json,0.735171
br09_098.json,0.746136
br09_099.json,0.74485
br09_100.json,0.775998
br10_001.json,0.736125
br10_002.json,0.771156
br10_003.json,0.739491
br10_004.json,0.733718
br10_005.json,0.759541
br10_006.json,0.698944
br10_007.json,0.697627
br10_008.json,0.722093
br10_009.json,0.737238
br10_010.json,0.717799
br10_011.json,0.694758
br10_012.json,0.754298
br10_013.json,0.694261
br10_014.json,0.721921
br10_015.json,0.771898
br10_016.json,0.717093
br10_017.json,0.711323
br10_018.json,0.750315
br10_019.json,0.763238
br10_020.json,0.663299
br10_021.json,0.691937
br10_022.json,0.712676
br10_023.json,0.693025
br10_024.json,0.682044
br10_025.json,0.728134
br10_026.json,0.739144
br10_027.json,0.741078
br10_028.json,0.703844
br10_029.json,0.696417
br10_030.json,0.769834
br10_031.json,0.702708
br10_032.json,0.738705
br10_033.json,0.733656
br10_034.json,0.734238
br10_035.json,0.685804
br10_036.json,0.728799
br10_037.json,0.795539
br10_038.json,0.756922
br10_039.json,0.718579
br10_040.json,0.747917
br10_041.json,0.767949
br10_042.json,0.736241
br10_043.json,0.754394
br10_044.json,0.743624
br10_045.json,0.712418
br10_046.json,0.724122
br10_047.json,0.710532
br10_048.json,0.723333
br10_049.json,0.701786
br10_050.json,0.763805
br10_051.json,0.787754
br10_052.json,0.723328
br10_053.json,0.75836
br10_054.json,0.731756
br10_055.json,0.716715
br10_056.json,0.690776
br10_057.json,0.762434
br10_058.json,0.757182
br10_059.json,0.723578
br10_060.json,0.726367
br10_061.json,0.728095
br10_062.json,0.694096
br10_063.json,0.731435
br10_064.json,0.72953
br10_065.json,0.73102
br10_066.json,0.752892
br10_067.json,0.697537
br10_068.json,0.688065
br10_069.json,0.694193
br10_070.json,0.698125
br10_071.json,0.761016
br10_072.json,0.697354
br10_073.json,0.76765
br10_074.json,0.751388
br10_075.json,0.760414
br10_076.json,0.779974
br10_077.json,0.755959
br10_078.json,0.798992
br10_079.json,0.730945
br10_080.json,0.750805
br10_081.json,0.768401
br10_082.json,0.66397
br10_083.json,0.76988
br10_084.json,0.720537
br10_085.json,0.774959
br10_086.json,0.761603
br10_087.json,0.752547
br10_088.json,0.754704
br10_089.json,0.774466
br10_090.json,0.75037
br10_091.json,0.74401
br10_092.json,0.75275
br10_093.json,0.794192
br10_094.json,0.733933
br10_095.json,0.77992
br10_096.json,0.704061
br10_097.json,0.735485
br10_098.json,0.739819
br10_099.json,0.722352
br10_100.json,0.756981
br11_001.json,0.725955
br11_002.json,0.771279
br11_003.json,0.695644
br11_004.json,0.783975
br11_005.json,0.703843
br11_006.json,0.741073
br11_007.json,0.671786
br11_008.json,0.721386
br11_009.json,0.717781
br11_010.json,0.749532
br11_011.json,0.724717
br11_012.json,0.732115
br11_013.json,0.691213
br11_014.json,0.704809
br11_015.json,0.746854
br11_016.json,0.747063
br11_017.json,0.741803
br11_018.json,0.723445
br11_019.json,0.730456
br11_020.json,0.688686
br11_021.json,0.709303
br11_022.json,0.736493
br11_023.json,0.680295
br11_024.json,0.652471
br11_025.json,0.656956
br11_026.json,0.735663
br11_027.json,0.713816
br11_028.json,0.706821
br11_029.json,0.717019
br11_030.json,0.74683
br11_031.json,0.712712
br11_032.json,0.727017
br11_033.json,0.703137
br11_034.json,0.710202
br11_035.json,0.679148
br11_036.json,0.67798
br11_037.json,0.723722
br11_038.json,0.739034
br11_039.json,0.720041
br11_040.json,0.717805
br11_041.json,0.728411
br11_042.json,0.697561
br11_043.json,0.760124
br11_044.json,0.741154
br11_045.json,0.723278
br11_046.json,0.691775
br11_047.json,0.70401
br11_048.json,0.710605
br11_049.json,0.74514
br11_050.json,0.751345
br11_051.json,0.7532
br11_052.json,0.711891
br11_053.json,0.765304
br11_054.json,0.733088
br11_055.json,0.729742
br11_056.json,0.700595
br11_057.json,0.688773
br11_058.json,0.728239
br11_059.json,0.698625
br11_060.json,0.771174
br11_061.json,0.73885
br11_062.json,0.741324
br11_063.json,0.71593
br11_064.json,0.761789
br11_065.json,0.762607
